element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,name
154,32,3,0,False,2024-09-14T19:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-139,28593,2019,2158,Lucas Bergström
154,50,19,0,False,2024-09-21T11:30:00Z,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-173,28687,955,1128,Lucas Bergström
154,54,5,0,True,2024-09-28T14:00:00Z,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-788,28134,1435,2223,Lucas Bergström
154,65,16,0,True,2024-10-06T13:00:00Z,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-276,28141,878,1154,Lucas Bergström
154,74,12,0,False,2024-10-20T15:30:00Z,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-111,28247,699,810,Lucas Bergström
154,85,15,0,True,2024-10-27T14:00:00Z,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-186,28208,358,544,Lucas Bergström
154,95,14,0,False,2024-11-03T16:30:00Z,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-373,27887,294,667,Lucas Bergström
154,103,1,0,True,2024-11-10T16:30:00Z,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-359,27602,204,563,Lucas Bergström
155,9,13,0,True,2024-08-18T15:30:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,0,33631,0,0,Marcus Bettinelli
155,20,20,0,False,2024-08-25T13:00:00Z,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-40,37192,1258,1298,Marcus Bettinelli
155,23,7,0,True,2024-09-01T12:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,37,38863,2211,2174,Marcus Bettinelli
155,32,3,0,False,2024-09-14T19:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-630,39038,1370,2000,Marcus Bettinelli
155,50,19,0,False,2024-09-21T11:30:00Z,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-454,38845,665,1119,Marcus Bettinelli
155,54,5,0,True,2024-09-28T14:00:00Z,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-948,38103,1015,1963,Marcus Bettinelli
155,65,16,0,True,2024-10-06T13:00:00Z,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-552,37818,694,1246,Marcus Bettinelli
155,74,12,0,False,2024-10-20T15:30:00Z,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-251,37851,528,779,Marcus Bettinelli
155,85,15,0,True,2024-10-27T14:00:00Z,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-266,37678,257,523,Marcus Bettinelli
155,95,14,0,False,2024-11-03T16:30:00Z,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-444,37332,235,679,Marcus Bettinelli
155,103,1,0,True,2024-11-10T16:30:00Z,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-442,36968,144,586,Marcus Bettinelli
157,9,13,1,True,2024-08-18T15:30:00Z,0,2,1,90,0,0,0,2,0,0,0,1,0,0,0,12,11.6,28.3,2.0,4.2,1,0.03,0.06,0.09,0.77,50,0,57062,0,0,Moisés Caicedo Corozo
157,20,20,2,False,2024-08-25T13:00:00Z,2,6,2,75,0,0,0,2,0,0,0,0,0,0,0,8,8.8,3.9,0.0,1.3,1,0.00,0.02,0.02,1.80,50,-2587,64673,6335,8922,Moisés Caicedo Corozo
157,23,7,2,True,2024-09-01T12:30:00Z,1,1,3,90,0,0,0,1,0,0,0,0,0,0,0,18,20.8,4.2,0.0,2.5,1,0.00,0.03,0.03,0.44,50,-6717,60944,5780,12497,Moisés Caicedo Corozo
157,32,3,3,False,2024-09-14T19:00:00Z,0,1,4,90,0,0,1,0,0,0,0,0,0,0,0,16,16.6,5.3,2.0,2.4,1,0.02,0.10,0.12,1.78,50,-3682,60273,5611,9293,Moisés Caicedo Corozo
157,50,19,6,False,2024-09-21T11:30:00Z,0,3,5,90,0,1,1,0,0,0,0,0,0,0,0,28,54.8,21.2,5.0,8.1,1,0.08,0.41,0.49,0.85,49,6584,69209,11849,5265,Moisés Caicedo Corozo
157,54,5,2,True,2024-09-28T14:00:00Z,4,2,6,90,0,0,0,2,0,0,0,0,0,0,0,17,13.2,20.8,2.0,3.6,1,0.00,0.10,0.10,1.11,49,25548,98463,33768,8220,Moisés Caicedo Corozo
157,65,16,1,True,2024-10-06T13:00:00Z,1,1,7,90,0,0,0,1,0,0,0,1,0,0,0,11,13.0,7.3,3.0,2.3,1,0.02,0.06,0.08,0.85,49,8133,108259,20354,12221,Moisés Caicedo Corozo
157,74,12,5,False,2024-10-20T15:30:00Z,2,1,8,90,0,1,0,2,0,0,0,0,0,0,0,27,23.6,30.1,4.0,5.8,1,0.00,0.32,0.32,1.94,49,-6031,103256,6778,12809,Moisés Caicedo Corozo
157,85,15,2,True,2024-10-27T14:00:00Z,2,1,9,90,0,0,0,1,0,0,0,0,0,0,0,18,20.6,26.3,1.0,4.8,1,0.08,0.04,0.12,1.92,49,3496,108304,8797,5301,Moisés Caicedo Corozo
157,95,14,9,False,2024-11-03T16:30:00Z,1,1,10,90,1,0,0,1,0,0,0,0,0,0,2,35,46.6,13.8,19.0,7.9,1,0.03,0.04,0.07,1.98,49,486,109796,9589,9103,Moisés Caicedo Corozo
157,103,1,2,True,2024-11-10T16:30:00Z,1,1,11,90,0,0,0,1,0,0,0,0,0,0,0,20,21.4,6.3,0.0,2.8,1,0.00,0.03,0.03,0.99,49,32791,146550,39076,6285,Moisés Caicedo Corozo
158,9,13,0,True,2024-08-18T15:30:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,10728,0,0,Cesare Casadei
158,20,20,0,False,2024-08-25T13:00:00Z,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-385,12362,1390,1775,Cesare Casadei
158,23,7,0,True,2024-09-01T12:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-684,12640,2156,2840,Cesare Casadei
158,32,3,0,False,2024-09-14T19:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,891,14701,3612,2721,Cesare Casadei
158,50,19,0,False,2024-09-21T11:30:00Z,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-174,14873,1457,1631,Cesare Casadei
158,54,5,0,True,2024-09-28T14:00:00Z,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-710,14377,1404,2114,Cesare Casadei
158,65,16,0,True,2024-10-06T13:00:00Z,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-617,13969,1093,1710,Cesare Casadei
158,74,12,0,False,2024-10-20T15:30:00Z,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-531,13652,641,1172,Cesare Casadei
158,85,15,0,True,2024-10-27T14:00:00Z,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-350,13402,419,769,Cesare Casadei
158,95,14,0,False,2024-11-03T16:30:00Z,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-412,13096,493,905,Cesare Casadei
158,103,1,0,True,2024-11-10T16:30:00Z,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,613,14161,1528,915,Cesare Casadei
160,9,13,0,True,2024-08-18T15:30:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,0,74006,0,0,Ben Chilwell
160,20,20,0,False,2024-08-25T13:00:00Z,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-13434,76659,3945,17379,Ben Chilwell
160,23,7,0,True,2024-09-01T12:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-12978,67621,3686,16664,Ben Chilwell
160,32,3,0,False,2024-09-14T19:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-7760,63151,3184,10944,Ben Chilwell
160,50,19,0,False,2024-09-21T11:30:00Z,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-3547,61154,2062,5609,Ben Chilwell
160,54,5,0,True,2024-09-28T14:00:00Z,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-3575,58821,2727,6302,Ben Chilwell
160,65,16,0,True,2024-10-06T13:00:00Z,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-2895,57168,2098,4993,Ben Chilwell
160,74,12,0,False,2024-10-20T15:30:00Z,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-1750,56682,1617,3367,Ben Chilwell
160,85,15,0,True,2024-10-27T14:00:00Z,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-952,56247,956,1908,Ben Chilwell
160,95,14,0,False,2024-11-03T16:30:00Z,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-1291,55492,1211,2502,Ben Chilwell
160,103,1,0,True,2024-11-10T16:30:00Z,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-1232,54787,855,2087,Ben Chilwell
161,9,13,0,True,2024-08-18T15:30:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,0,5259,0,0,Carney Chukwuemeka
161,20,20,0,False,2024-08-25T13:00:00Z,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-749,5581,307,1056,Carney Chukwuemeka
161,23,7,0,True,2024-09-01T12:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-413,5638,862,1275,Carney Chukwuemeka
161,32,3,0,False,2024-09-14T19:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,187,6339,1261,1074,Carney Chukwuemeka
161,50,19,0,False,2024-09-21T11:30:00Z,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-315,6171,320,635,Carney Chukwuemeka
161,54,5,0,True,2024-09-28T14:00:00Z,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-446,5828,227,673,Carney Chukwuemeka
161,65,16,0,True,2024-10-06T13:00:00Z,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-455,5472,160,615,Carney Chukwuemeka
161,74,12,0,False,2024-10-20T15:30:00Z,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-432,5084,60,492,Carney Chukwuemeka
161,85,15,0,True,2024-10-27T14:00:00Z,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-21,5145,139,160,Carney Chukwuemeka
161,95,14,0,False,2024-11-03T16:30:00Z,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-38,5164,148,186,Carney Chukwuemeka
161,103,1,0,True,2024-11-10T16:30:00Z,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-107,5113,102,209,Carney Chukwuemeka
162,9,13,1,True,2024-08-18T15:30:00Z,0,2,1,90,0,0,0,2,0,0,0,0,0,0,0,8,20.4,0.8,0.0,2.1,1,0.00,0.01,0.01,0.77,45,0,60767,0,0,Levi Colwill
162,20,20,1,False,2024-08-25T13:00:00Z,2,6,2,90,0,0,0,2,0,0,0,0,0,0,0,10,21.2,0.4,0.0,2.2,1,0.00,0.00,0.00,1.92,45,14359,87669,22761,8402,Levi Colwill
162,23,7,2,True,2024-09-01T12:30:00Z,1,1,3,90,0,0,0,1,0,0,0,0,0,0,0,12,20.0,2.5,24.0,4.7,1,0.18,0.01,0.19,0.44,45,24529,119482,47095,22566,Levi Colwill
162,32,3,5,False,2024-09-14T19:00:00Z,0,1,4,90,0,0,1,0,0,0,0,1,0,0,0,21,21.8,17.9,0.0,4.0,1,0.00,0.15,0.15,1.78,45,18439,143468,40329,21890,Levi Colwill
162,50,19,7,False,2024-09-21T11:30:00Z,0,3,5,90,0,0,1,0,0,0,0,0,0,0,1,29,26.0,13.6,4.0,4.4,1,0.00,0.31,0.31,0.85,45,17012,163296,25670,8658,Levi Colwill
162,54,5,1,True,2024-09-28T14:00:00Z,4,2,6,90,0,0,0,2,0,0,0,0,0,0,0,4,17.8,0.3,0.0,1.8,1,0.00,0.00,0.00,1.11,45,157358,330057,216465,59107,Levi Colwill
162,65,16,1,True,2024-10-06T13:00:00Z,1,1,7,90,0,0,0,1,0,0,0,1,0,0,0,8,18.4,1.0,0.0,1.9,1,0.00,0.01,0.01,0.59,45,39343,373643,67704,28361,Levi Colwill
162,74,12,1,False,2024-10-20T15:30:00Z,2,1,8,90,0,0,0,2,0,0,0,0,0,0,0,4,7.4,1.3,0.0,0.9,1,0.00,0.01,0.01,1.94,46,-26329,345744,13970,40299,Levi Colwill
162,85,15,2,True,2024-10-27T14:00:00Z,2,1,9,90,0,0,0,1,0,0,0,0,0,0,0,12,14.4,0.9,6.0,2.1,1,0.00,0.01,0.01,1.92,46,-9077,339061,8518,17595,Levi Colwill
162,95,14,2,False,2024-11-03T16:30:00Z,1,1,10,90,0,0,0,1,0,0,0,0,0,0,0,8,14.2,1.0,6.0,2.1,1,0.01,0.27,0.28,1.98,46,-15750,324857,10176,25926,Levi Colwill
162,103,1,1,True,2024-11-10T16:30:00Z,1,1,11,90,0,0,0,1,0,0,0,1,0,0,0,4,16.6,10.8,2.0,2.9,1,0.00,0.01,0.01,0.99,46,-13050,312021,7594,20644,Levi Colwill
163,9,13,2,True,2024-08-18T15:30:00Z,0,2,1,79,0,0,0,1,0,0,0,0,0,0,0,16,18.0,4.0,2.0,2.4,1,0.00,0.02,0.02,0.69,50,0,521204,0,0,Marc Cucurella Saseta
163,20,20,0,False,2024-08-25T13:00:00Z,2,6,2,82,0,0,0,2,0,0,0,1,0,0,0,7,9.2,5.2,0.0,1.4,1,0.00,0.18,0.18,1.80,50,7796,627897,57092,49296,Marc Cucurella Saseta
163,23,7,2,True,2024-09-01T12:30:00Z,1,1,3,90,0,0,0,1,0,0,0,0,0,0,0,9,17.6,4.3,2.0,2.4,1,0.00,0.01,0.01,0.44,50,-39815,614141,65020,104835,Marc Cucurella Saseta
163,32,3,5,False,2024-09-14T19:00:00Z,0,1,4,90,0,0,1,0,0,0,0,1,0,0,0,21,2.2,3.7,6.0,1.2,1,0.00,0.03,0.03,1.78,50,-25980,609782,52166,78146,Marc Cucurella Saseta
163,50,19,5,False,2024-09-21T11:30:00Z,0,3,5,90,0,0,1,0,0,0,0,1,0,0,0,28,21.0,1.4,0.0,2.2,1,0.00,0.00,0.00,0.85,50,4564,624116,34588,30024,Marc Cucurella Saseta
163,54,5,0,True,2024-09-28T14:00:00Z,4,2,6,69,0,0,0,2,0,0,0,1,0,0,0,1,19.2,14.4,2.0,3.6,1,0.00,0.38,0.38,0.88,50,10145,642609,48909,38764,Marc Cucurella Saseta
163,65,16,1,True,2024-10-06T13:00:00Z,1,1,7,90,0,0,0,1,0,0,0,1,0,0,0,5,8.4,3.3,2.0,1.4,1,0.00,0.02,0.02,0.85,50,-27014,621590,27952,54966,Marc Cucurella Saseta
163,74,12,0,False,2024-10-20T15:30:00Z,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-146249,474027,3017,149266,Marc Cucurella Saseta
163,85,15,1,True,2024-10-27T14:00:00Z,2,1,9,12,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.2,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-13069,466463,7919,20988,Marc Cucurella Saseta
163,95,14,1,False,2024-11-03T16:30:00Z,1,1,10,45,0,0,0,1,0,0,0,0,0,0,0,-1,7.2,11.3,4.0,2.3,0,0.04,0.02,0.06,1.26,50,-20280,448458,8904,29184,Marc Cucurella Saseta
163,103,1,1,True,2024-11-10T16:30:00Z,1,1,11,90,0,0,0,1,0,0,0,1,0,0,0,15,16.0,2.1,0.0,1.8,1,0.00,0.01,0.01,0.99,50,-17930,432210,5644,23574,Marc Cucurella Saseta
164,9,13,0,True,2024-08-18T15:30:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,0,11959,0,0,David Datro Fofana
164,20,20,0,False,2024-08-25T13:00:00Z,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-1638,13012,1057,2695,David Datro Fofana
164,23,7,0,True,2024-09-01T12:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-1400,12667,1559,2959,David Datro Fofana
164,32,3,0,False,2024-09-14T19:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-1384,12410,2111,3495,David Datro Fofana
164,50,19,0,False,2024-09-21T11:30:00Z,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-2446,9962,0,2446,David Datro Fofana
164,54,5,0,True,2024-09-28T14:00:00Z,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-1230,8797,0,1230,David Datro Fofana
164,65,16,0,True,2024-10-06T13:00:00Z,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-718,8087,0,718,David Datro Fofana
164,74,12,0,False,2024-10-20T15:30:00Z,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-392,7703,0,392,David Datro Fofana
164,85,15,0,True,2024-10-27T14:00:00Z,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-188,7523,0,188,David Datro Fofana
164,95,14,0,False,2024-11-03T16:30:00Z,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-202,7323,0,202,David Datro Fofana
164,103,1,0,True,2024-11-10T16:30:00Z,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-133,7192,0,133,David Datro Fofana
165,9,13,0,True,2024-08-18T15:30:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,0,6224,0,0,Deivid Washington de Souza Eugênio
165,20,20,0,False,2024-08-25T13:00:00Z,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-451,9469,1092,1543,Deivid Washington de Souza Eugênio
165,23,7,0,True,2024-09-01T12:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-458,10933,1943,2401,Deivid Washington de Souza Eugênio
165,32,3,0,False,2024-09-14T19:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,146,13154,2482,2336,Deivid Washington de Souza Eugênio
165,50,19,0,False,2024-09-21T11:30:00Z,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,14,14055,1425,1411,Deivid Washington de Souza Eugênio
165,54,5,0,True,2024-09-28T14:00:00Z,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-135,14570,1434,1569,Deivid Washington de Souza Eugênio
165,65,16,0,True,2024-10-06T13:00:00Z,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-2,15220,1462,1464,Deivid Washington de Souza Eugênio
165,74,12,0,False,2024-10-20T15:30:00Z,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-278,15596,889,1167,Deivid Washington de Souza Eugênio
165,85,15,0,True,2024-10-27T14:00:00Z,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-184,15745,483,667,Deivid Washington de Souza Eugênio
165,95,14,0,False,2024-11-03T16:30:00Z,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-499,15553,383,882,Deivid Washington de Souza Eugênio
165,103,1,0,True,2024-11-10T16:30:00Z,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-486,15365,254,740,Deivid Washington de Souza Eugênio
166,9,13,1,True,2024-08-18T15:30:00Z,0,2,1,24,0,0,0,1,0,0,0,0,0,0,0,4,2.0,1.6,0.0,0.4,0,0.00,0.01,0.01,0.11,60,0,23669,0,0,Kiernan Dewsbury-Hall
166,20,20,1,False,2024-08-25T13:00:00Z,2,6,2,14,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.2,0.0,0.0,0,0.00,0.00,0.00,0.12,60,-3590,23100,1245,4835,Kiernan Dewsbury-Hall
166,23,7,0,True,2024-09-01T12:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,59,-4832,19280,1220,6052,Kiernan Dewsbury-Hall
166,32,3,0,False,2024-09-14T19:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,58,-3208,16996,774,3982,Kiernan Dewsbury-Hall
166,50,19,1,False,2024-09-21T11:30:00Z,0,3,5,6,0,0,0,0,0,0,0,0,0,0,0,4,5.4,10.6,0.0,1.6,0,0.00,0.02,0.02,0.11,58,-1698,15687,311,2009,Kiernan Dewsbury-Hall
166,54,5,0,True,2024-09-28T14:00:00Z,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,57,-1265,14729,386,1651,Kiernan Dewsbury-Hall
166,65,16,0,True,2024-10-06T13:00:00Z,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,57,-1053,13989,448,1501,Kiernan Dewsbury-Hall
166,74,12,0,False,2024-10-20T15:30:00Z,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,57,-660,13661,298,958,Kiernan Dewsbury-Hall
166,85,15,0,True,2024-10-27T14:00:00Z,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,56,-315,13512,186,501,Kiernan Dewsbury-Hall
166,95,14,0,False,2024-11-03T16:30:00Z,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,56,-404,13347,199,603,Kiernan Dewsbury-Hall
166,103,1,0,True,2024-11-10T16:30:00Z,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,56,-369,13113,125,494,Kiernan Dewsbury-Hall
167,9,13,0,True,2024-08-18T15:30:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,39895,0,0,Axel Disasi
